"SEQN","indice_pobreza","indice_pobreza_cat"
78742,5,"medio_alto"
78744,4.64,"medio_alto"
78746,5,"medio_alto"
78747,1.55,"bajo_ingreso"
78748,3.4,"medio_alto"
78750,5,"medio_alto"
78754,0.53,"pobreza"
78755,2.3,"medio_alto"
78757,2.95,"medio_alto"
78760,1.23,"pobreza"
78762,0,"pobreza"
78764,0.97,"pobreza"
78765,NA,NA
78766,3.4,"medio_alto"
78767,1.71,"bajo_ingreso"
78768,1.78,"bajo_ingreso"
78769,2.59,"medio_alto"
78770,0.71,"pobreza"
78771,NA,NA
78772,0.61,"pobreza"
78776,3.64,"medio_alto"
78777,0.38,"pobreza"
78778,3.92,"medio_alto"
78780,3.87,"medio_alto"
78781,0.3,"pobreza"
78782,NA,"bajo_ingreso"
78783,2.29,"medio_alto"
78789,NA,NA
78790,0.68,"pobreza"
78791,1.78,"bajo_ingreso"
78794,2.18,"medio_alto"
78796,0.87,"pobreza"
78797,1.82,"bajo_ingreso"
78798,0.31,"pobreza"
78799,5,"medio_alto"
78801,0.73,"pobreza"
78804,4.13,"medio_alto"
78805,1.52,"bajo_ingreso"
78806,0.42,"pobreza"
78809,4.77,"medio_alto"
78810,NA,NA
78812,1.44,"bajo_ingreso"
78814,NA,"pobreza"
78818,2.91,"medio_alto"
78819,1.81,"bajo_ingreso"
78820,3.05,"medio_alto"
78821,1.88,"medio_alto"
78822,2.29,"medio_alto"
78823,1.33,"bajo_ingreso"
78825,2.66,"medio_alto"
78827,1.76,"bajo_ingreso"
78828,5,"medio_alto"
78829,3.07,"medio_alto"
78832,NA,"medio_alto"
78833,1.82,"bajo_ingreso"
78834,5,"medio_alto"
78836,1.12,"pobreza"
78838,1.93,"medio_alto"
78840,0,"pobreza"
78844,0.61,"pobreza"
78847,2.77,"medio_alto"
78852,1.25,"pobreza"
78853,5,"medio_alto"
78854,3.64,"medio_alto"
78858,3.04,"medio_alto"
78862,1.43,"bajo_ingreso"
78863,2.61,"medio_alto"
78865,NA,NA
78870,2.09,"medio_alto"
78872,3.48,"medio_alto"
78874,4.18,"medio_alto"
78875,2.15,"medio_alto"
78876,2.29,"medio_alto"
78880,2.79,"medio_alto"
78881,0.3,"pobreza"
78882,2.9,"medio_alto"
78883,0.91,"pobreza"
78884,0.98,"pobreza"
78885,4.92,"medio_alto"
78890,1.56,"bajo_ingreso"
78892,NA,"pobreza"
78895,NA,NA
78896,0.86,"pobreza"
78897,2.48,"medio_alto"
78898,NA,"medio_alto"
78899,3.03,"medio_alto"
78900,1.29,"pobreza"
78901,4.13,"medio_alto"
78902,1.84,"bajo_ingreso"
78903,0.79,"pobreza"
78904,0.57,"pobreza"
78905,0.76,"pobreza"
78907,4.3,"medio_alto"
78909,4.18,"medio_alto"
78910,1.72,"bajo_ingreso"
78911,3.2,"medio_alto"
78912,5,"medio_alto"
78916,5,"medio_alto"
78918,0.75,"pobreza"
78919,5,"medio_alto"
78920,1.54,"bajo_ingreso"
78921,0.69,"pobreza"
78922,4.19,"medio_alto"
78924,2.67,"medio_alto"
78925,0,"pobreza"
78926,1.22,"pobreza"
78928,0.67,"pobreza"
78929,1.07,"pobreza"
78930,2.42,"medio_alto"
78931,5,"medio_alto"
78934,2.15,"medio_alto"
78937,0.74,"pobreza"
78938,NA,"bajo_ingreso"
78940,1.27,"pobreza"
78942,5,"medio_alto"
78944,1.16,"pobreza"
78946,0.76,"pobreza"
78947,3.87,"medio_alto"
78949,0.21,"pobreza"
78950,0.82,"pobreza"
78951,1.23,"pobreza"
78952,5,"medio_alto"
78953,1.57,"bajo_ingreso"
78957,NA,NA
78959,4.92,"medio_alto"
78962,5,"medio_alto"
78963,1.04,"pobreza"
78964,1.18,"pobreza"
78966,1.39,"bajo_ingreso"
78967,4.73,"medio_alto"
78968,3.66,"medio_alto"
78969,0.44,"pobreza"
78970,5,"medio_alto"
78973,2.3,"medio_alto"
78974,0.75,"pobreza"
78975,1.25,"pobreza"
78976,2.43,"medio_alto"
78977,0.45,"pobreza"
78978,3.81,"medio_alto"
78979,3.87,"medio_alto"
78980,0.46,"pobreza"
78981,1.04,"pobreza"
78983,5,"medio_alto"
78987,0.42,"pobreza"
78989,2.82,"medio_alto"
78990,0.57,"pobreza"
78991,3.09,"medio_alto"
78992,1.91,"medio_alto"
78994,3.05,"medio_alto"
78997,1.57,"bajo_ingreso"
78999,2.52,"medio_alto"
79000,1.74,"bajo_ingreso"
79001,0.55,"pobreza"
79002,2.71,"medio_alto"
79005,5,"medio_alto"
79006,5,"medio_alto"
79007,5,"medio_alto"
79011,NA,"bajo_ingreso"
79013,0,"pobreza"
79014,0.82,"pobreza"
79015,4.92,"medio_alto"
79016,NA,"medio_alto"
79017,1.31,"bajo_ingreso"
79018,1.88,"medio_alto"
79019,1.23,"pobreza"
79022,0.25,"pobreza"
79023,5,"medio_alto"
79024,1.52,"bajo_ingreso"
79025,1.1,"pobreza"
79026,0.21,"pobreza"
79027,0.55,"pobreza"
79029,NA,"bajo_ingreso"
79031,3.09,"medio_alto"
79032,NA,"pobreza"
79033,3.38,"medio_alto"
79037,NA,"medio_alto"
79039,4.84,"medio_alto"
79040,NA,"bajo_ingreso"
79041,5,"medio_alto"
79042,5,"medio_alto"
79044,0,"pobreza"
79048,5,"medio_alto"
79049,1.93,"medio_alto"
79050,4.05,"medio_alto"
79057,1.67,"bajo_ingreso"
79059,3,"medio_alto"
79060,4.3,"medio_alto"
79061,2.67,"medio_alto"
79063,2.13,"medio_alto"
79064,2.01,"medio_alto"
79067,0.53,"pobreza"
79068,5,"medio_alto"
79069,1.25,"pobreza"
79072,5,"medio_alto"
79075,1.44,"bajo_ingreso"
79076,0.75,"pobreza"
79077,NA,"medio_alto"
79078,0.73,"pobreza"
79080,0.92,"pobreza"
79081,2.26,"medio_alto"
79084,NA,NA
79086,2.06,"medio_alto"
79088,2.89,"medio_alto"
79089,0.84,"pobreza"
79091,NA,NA
79092,5,"medio_alto"
79095,4.35,"medio_alto"
79096,0.45,"pobreza"
79098,0.75,"pobreza"
79099,5,"medio_alto"
79100,0.17,"pobreza"
79101,0.49,"pobreza"
79106,4.64,"medio_alto"
79110,5,"medio_alto"
79112,1.06,"pobreza"
79113,3.09,"medio_alto"
79114,5,"medio_alto"
79119,0.74,"pobreza"
79121,1.38,"bajo_ingreso"
79125,1.91,"medio_alto"
79127,1.23,"pobreza"
79128,2.61,"medio_alto"
79130,3.57,"medio_alto"
79134,1.04,"pobreza"
79135,0.61,"pobreza"
79136,2.01,"medio_alto"
79137,1.02,"pobreza"
79138,2.71,"medio_alto"
79142,1.54,"bajo_ingreso"
79146,1.7,"bajo_ingreso"
79147,2.06,"medio_alto"
79148,NA,"pobreza"
79152,NA,"medio_alto"
79153,1.26,"pobreza"
79154,5,"medio_alto"
79155,1.27,"pobreza"
79161,1.12,"pobreza"
79162,3.81,"medio_alto"
79163,0.03,"pobreza"
79164,4.59,"medio_alto"
79165,3.66,"medio_alto"
79166,NA,"medio_alto"
79169,0.75,"pobreza"
79171,1.55,"bajo_ingreso"
79173,0.72,"pobreza"
79175,0.93,"pobreza"
79176,1.86,"medio_alto"
79177,5,"medio_alto"
79178,5,"medio_alto"
79179,NA,NA
79180,1.89,"medio_alto"
79181,0.31,"pobreza"
79184,2.14,"medio_alto"
79185,2.09,"medio_alto"
79186,2.09,"medio_alto"
79187,1.12,"pobreza"
79188,NA,NA
79189,1.09,"pobreza"
79190,4.36,"medio_alto"
79191,5,"medio_alto"
79193,5,"medio_alto"
79195,0.43,"pobreza"
79196,3.02,"medio_alto"
79198,1.52,"bajo_ingreso"
79199,0.75,"pobreza"
79200,3.69,"medio_alto"
79201,0.38,"pobreza"
79202,4.3,"medio_alto"
79204,5,"medio_alto"
79205,1.27,"pobreza"
79206,1,"pobreza"
79207,5,"medio_alto"
79208,5,"medio_alto"
79210,2.26,"medio_alto"
79211,0.82,"pobreza"
79213,1.22,"pobreza"
79214,NA,NA
79216,5,"medio_alto"
79217,4.58,"medio_alto"
79219,4.92,"medio_alto"
79220,1.53,"bajo_ingreso"
79221,NA,"pobreza"
79223,1.23,"pobreza"
79224,0,"pobreza"
79225,0.99,"pobreza"
79226,4.06,"medio_alto"
79228,1.55,"bajo_ingreso"
79231,5,"medio_alto"
79234,0.3,"pobreza"
79240,2.86,"medio_alto"
79241,2.55,"medio_alto"
79245,NA,"bajo_ingreso"
79246,0.9,"pobreza"
79247,0.82,"pobreza"
79253,5,"medio_alto"
79254,NA,NA
79256,1.94,"medio_alto"
79257,NA,NA
79258,0.85,"pobreza"
79259,4.64,"medio_alto"
79263,5,"medio_alto"
79266,2.04,"medio_alto"
79267,2.29,"medio_alto"
79268,5,"medio_alto"
79269,5,"medio_alto"
79270,1.25,"pobreza"
79271,5,"medio_alto"
79272,2.36,"medio_alto"
79273,0.82,"pobreza"
79274,1.03,"pobreza"
79275,1.52,"bajo_ingreso"
79276,5,"medio_alto"
79279,0.52,"pobreza"
79281,5,"medio_alto"
79282,5,"medio_alto"
79283,0,"pobreza"
79284,0.74,"pobreza"
79286,5,"medio_alto"
79287,1.84,"bajo_ingreso"
79288,1.53,"bajo_ingreso"
79290,0.61,"pobreza"
79291,1.23,"pobreza"
79292,4.63,"medio_alto"
79293,3.92,"medio_alto"
79294,NA,NA
79295,0.3,"pobreza"
79296,NA,NA
79297,NA,NA
79298,1.03,"pobreza"
79300,0.52,"pobreza"
79302,NA,NA
79304,4.03,"medio_alto"
79305,NA,"bajo_ingreso"
79306,3.07,"medio_alto"
79309,5,"medio_alto"
79310,1.07,"pobreza"
79311,5,"medio_alto"
79314,5,"medio_alto"
79315,0.34,"pobreza"
79318,5,"medio_alto"
79319,1.86,"medio_alto"
79320,2.52,"medio_alto"
79322,1.25,"pobreza"
79323,1.25,"pobreza"
79324,0.36,"pobreza"
79325,5,"medio_alto"
79328,1.01,"pobreza"
79329,1.01,"pobreza"
79330,1.23,"pobreza"
79331,0.5,"pobreza"
79333,0.61,"pobreza"
79334,2.01,"medio_alto"
79335,0.76,"pobreza"
79337,0,"pobreza"
79338,4.53,"medio_alto"
79339,1.39,"bajo_ingreso"
79341,NA,"medio_alto"
79351,3.09,"medio_alto"
79352,3.09,"medio_alto"
79354,0.72,"pobreza"
79358,3.87,"medio_alto"
79359,3.87,"medio_alto"
79360,NA,"bajo_ingreso"
79362,NA,"medio_alto"
79364,1.67,"bajo_ingreso"
79365,3.29,"medio_alto"
79366,1.56,"bajo_ingreso"
79369,1.31,"bajo_ingreso"
79371,2.67,"medio_alto"
79373,5,"medio_alto"
79374,5,"medio_alto"
79375,0.52,"pobreza"
79376,4.63,"medio_alto"
79377,NA,NA
79378,1.3,"pobreza"
79379,0.55,"pobreza"
79385,NA,NA
79386,1.64,"bajo_ingreso"
79387,0.95,"pobreza"
79388,1.03,"pobreza"
79389,2.94,"medio_alto"
79390,4.51,"medio_alto"
79395,5,"medio_alto"
79398,0.25,"pobreza"
79399,2.06,"medio_alto"
79404,NA,"medio_alto"
79405,5,"medio_alto"
79406,1.26,"pobreza"
79407,0.19,"pobreza"
79408,5,"medio_alto"
79409,5,"medio_alto"
79415,5,"medio_alto"
79416,3.24,"medio_alto"
79417,NA,"medio_alto"
79419,1.75,"bajo_ingreso"
79421,3.81,"medio_alto"
79422,5,"medio_alto"
79423,5,"medio_alto"
79425,3.27,"medio_alto"
79426,NA,NA
79429,NA,"medio_alto"
79430,0.75,"pobreza"
79431,0.76,"pobreza"
79432,1.14,"pobreza"
79433,NA,NA
79436,0.7,"pobreza"
79437,0.73,"pobreza"
79438,1.81,"bajo_ingreso"
79440,0.84,"pobreza"
79441,0.75,"pobreza"
79442,2.76,"medio_alto"
79443,NA,NA
79444,NA,"medio_alto"
79445,NA,NA
79446,2.61,"medio_alto"
79449,2.52,"medio_alto"
79451,0.77,"pobreza"
79452,1.01,"pobreza"
79453,0.01,"pobreza"
79454,NA,NA
79455,NA,NA
79456,0.38,"pobreza"
79457,2.92,"medio_alto"
79459,NA,"medio_alto"
79460,NA,NA
79461,NA,NA
79462,0.52,"pobreza"
79463,5,"medio_alto"
79464,4.58,"medio_alto"
79466,2.18,"medio_alto"
79467,2.76,"medio_alto"
79468,0.39,"pobreza"
79469,1.37,"bajo_ingreso"
79471,5,"medio_alto"
79473,NA,NA
79474,0.73,"pobreza"
79476,2.32,"medio_alto"
79477,1.74,"bajo_ingreso"
79479,5,"medio_alto"
79480,5,"medio_alto"
79481,NA,"bajo_ingreso"
79482,1.44,"bajo_ingreso"
79484,2.67,"medio_alto"
79486,0.86,"pobreza"
79487,NA,"pobreza"
79490,0.05,"pobreza"
79491,5,"medio_alto"
79494,4.56,"medio_alto"
79496,NA,NA
79499,1.93,"medio_alto"
79501,4.11,"medio_alto"
79502,4.78,"medio_alto"
79503,3.05,"medio_alto"
79505,3.59,"medio_alto"
79507,0.75,"pobreza"
79512,NA,"medio_alto"
79515,3.4,"medio_alto"
79519,0,"pobreza"
79521,5,"medio_alto"
79522,NA,NA
79523,4.35,"medio_alto"
79525,0.92,"pobreza"
79526,2.26,"medio_alto"
79533,0.83,"pobreza"
79536,0.77,"pobreza"
79537,4.3,"medio_alto"
79539,0,"pobreza"
79541,5,"medio_alto"
79544,4.18,"medio_alto"
79545,0.57,"pobreza"
79546,NA,NA
79547,0.72,"pobreza"
79549,3.05,"medio_alto"
79553,4.58,"medio_alto"
79554,1.21,"pobreza"
79557,1.55,"bajo_ingreso"
79560,5,"medio_alto"
79563,1,"pobreza"
79564,0.51,"pobreza"
79565,0.7,"pobreza"
79566,0,"pobreza"
79567,3.87,"medio_alto"
79568,0.1,"pobreza"
79569,3.82,"medio_alto"
79570,NA,"pobreza"
79571,0,"pobreza"
79573,3.81,"medio_alto"
79574,2.55,"medio_alto"
79575,1.55,"bajo_ingreso"
79576,5,"medio_alto"
79577,1.67,"bajo_ingreso"
79579,1.14,"pobreza"
79581,1.18,"pobreza"
79585,1.16,"pobreza"
79586,1.61,"bajo_ingreso"
79588,0.65,"pobreza"
79589,1.03,"pobreza"
79590,0,"pobreza"
79593,NA,"medio_alto"
79594,0.94,"pobreza"
79596,0.6,"pobreza"
79597,1.82,"bajo_ingreso"
79599,3.56,"medio_alto"
79602,0.81,"pobreza"
79603,3.02,"medio_alto"
79605,NA,"pobreza"
79606,1.13,"pobreza"
79608,0.82,"pobreza"
79610,1.38,"bajo_ingreso"
79611,5,"medio_alto"
79612,1.63,"bajo_ingreso"
79613,NA,"medio_alto"
79618,0.2,"pobreza"
79620,0.94,"pobreza"
79621,0.3,"pobreza"
79627,1.75,"bajo_ingreso"
79629,1.39,"bajo_ingreso"
79630,4.64,"medio_alto"
79632,0.67,"pobreza"
79633,0.72,"pobreza"
79634,NA,NA
79638,3.04,"medio_alto"
79639,1.23,"pobreza"
79640,NA,"pobreza"
79644,2.09,"medio_alto"
79645,1.51,"bajo_ingreso"
79646,1.14,"pobreza"
79648,0.84,"pobreza"
79649,1.57,"bajo_ingreso"
79650,5,"medio_alto"
79651,NA,NA
79656,3.05,"medio_alto"
79658,2.23,"medio_alto"
79660,1.6,"bajo_ingreso"
79661,3.33,"medio_alto"
79662,NA,NA
79663,2.26,"medio_alto"
79664,NA,"medio_alto"
79665,1.98,"medio_alto"
79667,5,"medio_alto"
79668,1.16,"pobreza"
79669,1.06,"pobreza"
79671,3.66,"medio_alto"
79672,3.81,"medio_alto"
79673,2.71,"medio_alto"
79674,1.11,"pobreza"
79675,1.82,"bajo_ingreso"
79677,NA,"medio_alto"
79678,5,"medio_alto"
79682,1.02,"pobreza"
79683,0.27,"pobreza"
79685,0.75,"pobreza"
79686,0,"pobreza"
79688,5,"medio_alto"
79690,NA,"bajo_ingreso"
79691,5,"medio_alto"
79693,3.1,"medio_alto"
79696,5,"medio_alto"
79697,1.51,"bajo_ingreso"
79701,1.29,"pobreza"
79705,2.06,"medio_alto"
79707,2.55,"medio_alto"
79709,3.83,"medio_alto"
79712,1.08,"pobreza"
79714,4.7,"medio_alto"
79715,0.94,"pobreza"
79717,5,"medio_alto"
79719,2.65,"medio_alto"
79720,1.84,"bajo_ingreso"
79721,3.05,"medio_alto"
79725,1.99,"medio_alto"
79729,1.85,"bajo_ingreso"
79733,3.26,"medio_alto"
79734,5,"medio_alto"
79739,1.01,"pobreza"
79740,1.85,"bajo_ingreso"
79741,1.05,"pobreza"
79744,NA,"medio_alto"
79750,NA,NA
79752,1.12,"pobreza"
79756,0.15,"pobreza"
79757,5,"medio_alto"
79758,1.13,"pobreza"
79760,4.3,"medio_alto"
79761,NA,"pobreza"
79763,5,"medio_alto"
79764,NA,NA
79768,0.84,"pobreza"
79773,1.07,"pobreza"
79774,2.04,"medio_alto"
79776,1.52,"bajo_ingreso"
79778,3.03,"medio_alto"
79779,1.01,"pobreza"
79782,1.11,"pobreza"
79784,5,"medio_alto"
79788,1.23,"pobreza"
79793,4.3,"medio_alto"
79794,1.67,"bajo_ingreso"
79795,3.05,"medio_alto"
79798,1.14,"pobreza"
79799,2.15,"medio_alto"
79800,2.48,"medio_alto"
79801,1.25,"pobreza"
79802,3.63,"medio_alto"
79804,5,"medio_alto"
79805,1.55,"bajo_ingreso"
79806,1.32,"bajo_ingreso"
79808,0.34,"pobreza"
79809,4.63,"medio_alto"
79810,5,"medio_alto"
79812,1.01,"pobreza"
79814,0.15,"pobreza"
79815,5,"medio_alto"
79816,2.24,"medio_alto"
79819,3.05,"medio_alto"
79820,0.46,"pobreza"
79821,0.75,"pobreza"
79823,5,"medio_alto"
79824,3.03,"medio_alto"
79825,3.66,"medio_alto"
79829,0.38,"pobreza"
79831,0.85,"pobreza"
79832,0.77,"pobreza"
79833,3.33,"medio_alto"
79834,1.52,"bajo_ingreso"
79835,0.61,"pobreza"
79837,2.15,"medio_alto"
79838,0.8,"pobreza"
79840,1.57,"bajo_ingreso"
79841,5,"medio_alto"
79843,5,"medio_alto"
79845,3.07,"medio_alto"
79846,5,"medio_alto"
79847,3.57,"medio_alto"
79848,5,"medio_alto"
79849,4.58,"medio_alto"
79850,2.39,"medio_alto"
79853,5,"medio_alto"
79857,0.36,"pobreza"
79859,NA,"medio_alto"
79863,NA,"pobreza"
79864,0.84,"pobreza"
79868,1.72,"bajo_ingreso"
79870,3.06,"medio_alto"
79871,NA,NA
79872,3.33,"medio_alto"
79873,1.52,"bajo_ingreso"
79877,0.69,"pobreza"
79878,3.03,"medio_alto"
79880,1.66,"bajo_ingreso"
79881,1.86,"medio_alto"
79883,2.24,"medio_alto"
79884,1.36,"bajo_ingreso"
79885,1.03,"pobreza"
79886,1.51,"bajo_ingreso"
79887,0.86,"pobreza"
79888,5,"medio_alto"
79889,1.68,"bajo_ingreso"
79890,3.82,"medio_alto"
79891,1.78,"bajo_ingreso"
79894,5,"medio_alto"
79895,0.67,"pobreza"
79896,1.45,"bajo_ingreso"
79897,NA,NA
79898,1.68,"bajo_ingreso"
79899,1.52,"bajo_ingreso"
79901,5,"medio_alto"
79902,4.03,"medio_alto"
79904,0.97,"pobreza"
79906,1.53,"bajo_ingreso"
79908,0.4,"pobreza"
79912,4.58,"medio_alto"
79913,0.84,"pobreza"
79915,3.09,"medio_alto"
79916,5,"medio_alto"
79917,2.01,"medio_alto"
79918,1.22,"pobreza"
79919,1.15,"pobreza"
79920,1.52,"bajo_ingreso"
79921,4.1,"medio_alto"
79923,3.07,"medio_alto"
79924,2.55,"medio_alto"
79925,4.63,"medio_alto"
79926,1.75,"bajo_ingreso"
79927,0.45,"pobreza"
79928,5,"medio_alto"
79929,0.52,"pobreza"
79932,1.14,"pobreza"
79933,0.7,"pobreza"
79934,2.24,"medio_alto"
79936,1.68,"bajo_ingreso"
79938,2.71,"medio_alto"
79939,5,"medio_alto"
79942,1.29,"pobreza"
79944,0.84,"pobreza"
79946,4.03,"medio_alto"
79949,3.05,"medio_alto"
79950,1.44,"bajo_ingreso"
79951,2.36,"medio_alto"
79952,0.85,"pobreza"
79953,0.76,"pobreza"
79954,5,"medio_alto"
79955,5,"medio_alto"
79957,5,"medio_alto"
79958,5,"medio_alto"
79959,1.23,"pobreza"
79960,1.07,"pobreza"
79962,4.49,"medio_alto"
79963,1.84,"bajo_ingreso"
79965,4.3,"medio_alto"
79967,0.46,"pobreza"
79969,2.06,"medio_alto"
79970,0.94,"pobreza"
79972,0.76,"pobreza"
79974,1.64,"bajo_ingreso"
79977,5,"medio_alto"
79978,2.61,"medio_alto"
79979,1.79,"bajo_ingreso"
79980,1.04,"pobreza"
79982,3.13,"medio_alto"
79985,5,"medio_alto"
79987,0.66,"pobreza"
79988,0.83,"pobreza"
79989,2.63,"medio_alto"
79992,3.32,"medio_alto"
79994,NA,"pobreza"
79996,5,"medio_alto"
79999,1.07,"pobreza"
80000,0.97,"pobreza"
80002,1.93,"medio_alto"
80005,0.81,"pobreza"
80006,0.92,"pobreza"
80007,0.78,"pobreza"
80008,NA,NA
80009,2.06,"medio_alto"
80010,3.04,"medio_alto"
80013,4.92,"medio_alto"
80014,5,"medio_alto"
80015,5,"medio_alto"
80016,0.75,"pobreza"
80017,0.46,"pobreza"
80019,0.64,"pobreza"
80020,1.73,"bajo_ingreso"
80022,0.75,"pobreza"
80023,3.09,"medio_alto"
80024,1.97,"medio_alto"
80025,1.29,"pobreza"
80026,1.21,"pobreza"
80027,1.67,"bajo_ingreso"
80030,5,"medio_alto"
80031,1.52,"bajo_ingreso"
80033,0.91,"pobreza"
80034,2.06,"medio_alto"
80037,3.87,"medio_alto"
80038,0.44,"pobreza"
80040,0.86,"pobreza"
80041,0.46,"pobreza"
80043,0.91,"pobreza"
80044,3.09,"medio_alto"
80047,1.31,"bajo_ingreso"
80048,5,"medio_alto"
80049,2.73,"medio_alto"
80051,5,"medio_alto"
80052,0,"pobreza"
80055,0.99,"pobreza"
80056,1.88,"medio_alto"
80057,3.57,"medio_alto"
80058,0.73,"pobreza"
80059,1.02,"pobreza"
80060,5,"medio_alto"
80061,3.03,"medio_alto"
80062,0.86,"pobreza"
80063,3.03,"medio_alto"
80064,3.07,"medio_alto"
80066,5,"medio_alto"
80067,0.88,"pobreza"
80072,1.65,"bajo_ingreso"
80073,3.87,"medio_alto"
80075,5,"medio_alto"
80078,0.53,"pobreza"
80079,NA,NA
80080,5,"medio_alto"
80082,3.91,"medio_alto"
80083,0.86,"pobreza"
80084,2.4,"medio_alto"
80087,3.92,"medio_alto"
80088,NA,"pobreza"
80089,0.46,"pobreza"
80091,2.71,"medio_alto"
80092,2.71,"medio_alto"
80094,2.55,"medio_alto"
80095,2.06,"medio_alto"
80096,NA,NA
80097,4.18,"medio_alto"
80100,4.2,"medio_alto"
80101,2.09,"medio_alto"
80102,3.46,"medio_alto"
80103,2.76,"medio_alto"
80105,1.23,"pobreza"
80106,0.95,"pobreza"
80107,4.3,"medio_alto"
80110,3.87,"medio_alto"
80111,NA,NA
80112,NA,"pobreza"
80114,0.93,"pobreza"
80115,1.55,"bajo_ingreso"
80119,5,"medio_alto"
80120,0.18,"pobreza"
80121,NA,NA
80122,1.04,"pobreza"
80123,2.33,"medio_alto"
80124,1.23,"pobreza"
80125,0.92,"pobreza"
80126,1.21,"pobreza"
80127,5,"medio_alto"
80128,1.29,"pobreza"
80129,1.62,"bajo_ingreso"
80130,3.06,"medio_alto"
80131,0.6,"pobreza"
80132,NA,NA
80133,5,"medio_alto"
80134,1.07,"pobreza"
80136,0.43,"pobreza"
80137,0.84,"pobreza"
80138,1.6,"bajo_ingreso"
80139,2.73,"medio_alto"
80140,0,"pobreza"
80143,0.46,"pobreza"
80144,5,"medio_alto"
80145,NA,NA
80146,0.21,"pobreza"
80148,0.67,"pobreza"
80149,NA,NA
80152,3.87,"medio_alto"
80153,5,"medio_alto"
80154,1.18,"pobreza"
80155,NA,NA
80156,3.57,"medio_alto"
80158,1.44,"bajo_ingreso"
80163,1.38,"bajo_ingreso"
80164,NA,NA
80165,1.68,"bajo_ingreso"
80168,0.77,"pobreza"
80169,2.15,"medio_alto"
80170,3.26,"medio_alto"
80174,2.71,"medio_alto"
80175,2.43,"medio_alto"
80178,5,"medio_alto"
80179,NA,"medio_alto"
80181,1.94,"medio_alto"
80183,2.78,"medio_alto"
80185,0.74,"pobreza"
80187,1.01,"pobreza"
80188,5,"medio_alto"
80189,3.02,"medio_alto"
80190,0.56,"pobreza"
80193,2.61,"medio_alto"
80194,5,"medio_alto"
80197,0.75,"pobreza"
80199,3.66,"medio_alto"
80200,5,"medio_alto"
80201,0.86,"pobreza"
80202,2.18,"medio_alto"
80203,NA,"bajo_ingreso"
80204,2.76,"medio_alto"
80205,1.44,"bajo_ingreso"
80206,0.92,"pobreza"
80207,1.33,"bajo_ingreso"
80210,3.04,"medio_alto"
80212,3.81,"medio_alto"
80214,NA,NA
80215,1.98,"medio_alto"
80217,1.01,"pobreza"
80218,NA,"medio_alto"
80220,0.87,"pobreza"
80222,1.01,"pobreza"
80225,0.86,"pobreza"
80226,1.31,"bajo_ingreso"
80227,2.16,"medio_alto"
80231,0.79,"pobreza"
80233,0.69,"pobreza"
80234,1.94,"medio_alto"
80235,2.01,"medio_alto"
80236,1.29,"pobreza"
80237,5,"medio_alto"
80238,3.03,"medio_alto"
80240,1.94,"medio_alto"
80241,NA,"pobreza"
80242,NA,"medio_alto"
80245,1.26,"pobreza"
80247,1.48,"bajo_ingreso"
80248,5,"medio_alto"
80249,0.92,"pobreza"
80250,3.81,"medio_alto"
80251,0.76,"pobreza"
80252,5,"medio_alto"
80254,2.64,"medio_alto"
80257,0.86,"pobreza"
80258,1.46,"bajo_ingreso"
80259,0.76,"pobreza"
80260,2.46,"medio_alto"
80261,NA,"medio_alto"
80262,3.6,"medio_alto"
80263,0.58,"pobreza"
80264,NA,NA
80265,4.63,"medio_alto"
80266,4.3,"medio_alto"
80267,3.25,"medio_alto"
80268,2.55,"medio_alto"
80269,1.07,"pobreza"
80272,0.91,"pobreza"
80273,4.3,"medio_alto"
80274,2.3,"medio_alto"
80275,0.17,"pobreza"
80277,2.78,"medio_alto"
80278,NA,"medio_alto"
80279,4.84,"medio_alto"
80280,1.82,"bajo_ingreso"
80281,1.53,"bajo_ingreso"
80285,5,"medio_alto"
80286,1.38,"bajo_ingreso"
80287,2.43,"medio_alto"
80288,1.41,"bajo_ingreso"
80289,NA,"pobreza"
80291,0,"pobreza"
80292,NA,NA
80294,3.81,"medio_alto"
80295,3.27,"medio_alto"
80296,1.97,"medio_alto"
80300,1.95,"medio_alto"
80301,2.91,"medio_alto"
80302,0.47,"pobreza"
80303,0.96,"pobreza"
80304,1.02,"pobreza"
80305,NA,"pobreza"
80307,1.07,"pobreza"
80308,1.53,"bajo_ingreso"
80309,NA,NA
80310,NA,NA
80312,0.76,"pobreza"
80315,1.03,"pobreza"
80321,1.11,"pobreza"
80322,0,"pobreza"
80323,0.63,"pobreza"
80324,0.61,"pobreza"
80325,0.46,"pobreza"
80326,3.07,"medio_alto"
80327,1.46,"bajo_ingreso"
80328,1.57,"bajo_ingreso"
80330,3.05,"medio_alto"
80331,0.92,"pobreza"
80332,1.26,"pobreza"
80333,NA,NA
80335,2.88,"medio_alto"
80336,0.76,"pobreza"
80338,2.06,"medio_alto"
80339,0.8,"pobreza"
80340,4.56,"medio_alto"
80343,NA,NA
80344,1.03,"pobreza"
80345,1.55,"bajo_ingreso"
80347,NA,"pobreza"
80349,2.88,"medio_alto"
80350,NA,"pobreza"
80351,4.53,"medio_alto"
80352,0.45,"pobreza"
80355,0.89,"pobreza"
80357,0.66,"pobreza"
80360,5,"medio_alto"
80361,3.87,"medio_alto"
80362,5,"medio_alto"
80364,4.58,"medio_alto"
80365,5,"medio_alto"
80366,5,"medio_alto"
80367,0.49,"pobreza"
80368,2.09,"medio_alto"
